time,frequency,confidence
1.270,65.162,0.946792
1.280,65.196,0.945165
1.290,65.184,0.938489
1.300,65.240,0.937767
1.310,65.183,0.944944
1.320,65.085,0.943185
1.330,65.249,0.935566
1.340,65.210,0.939983
1.350,65.176,0.938743
1.360,65.153,0.947086
1.370,65.176,0.941996
1.380,65.219,0.932122
1.390,65.200,0.935372
1.400,65.196,0.946705
1.410,65.207,0.942205
1.420,65.206,0.937440
1.430,65.186,0.933766
1.440,65.189,0.932570
1.450,65.170,0.938842
1.460,65.250,0.942165
1.470,65.234,0.935458
1.480,65.234,0.936433
1.490,65.183,0.945198
1.500,65.155,0.943749
1.510,65.256,0.947626
1.520,65.154,0.939247
1.530,65.241,0.940736
1.540,65.197,0.944408
1.550,65.133,0.938785
1.560,65.219,0.938310
1.570,65.195,0.941933
1.580,65.110,0.937249
1.590,65.198,0.938536
1.600,65.194,0.940146
1.610,65.216,0.940715
1.620,65.198,0.936719
1.630,65.154,0.941680
1.640,65.236,0.939793
1.650,65.204,0.941447
1.660,65.202,0.944895
1.670,65.161,0.939306
1.680,65.179,0.934209
1.690,65.232,0.939230
1.700,65.217,0.936347
1.710,65.177,0.938607
1.720,65.217,0.943150
1.730,65.243,0.937110
1.740,65.297,0.941831
1.750,65.225,0.945177
1.760,65.206,0.948640
1.770,65.238,0.949808
1.780,65.123,0.937953
1.790,65.238,0.939016
1.800,65.226,0.948042
1.810,65.110,0.942116
1.820,65.239,0.935328
1.830,65.175,0.939519
1.840,65.181,0.936232
1.850,65.153,0.947582
1.860,65.167,0.940486
1.870,65.232,0.936176
1.880,65.222,0.938966
1.890,65.195,0.946744
1.900,65.179,0.944919
1.910,65.188,0.938303
1.920,65.223,0.944073
1.930,65.231,0.935901
1.940,65.126,0.940932
1.950,65.212,0.939441
1.960,65.248,0.938180
1.970,65.243,0.938117
1.980,65.186,0.941543
1.990,65.157,0.945031
2.000,65.292,0.949479
2.010,65.235,0.948797
2.020,65.241,0.943868
2.030,65.177,0.942634
2.040,65.184,0.942886
2.050,65.267,0.943116
2.060,65.209,0.946738
2.070,65.062,0.942742
2.080,65.223,0.940007
2.090,65.238,0.945625
2.100,65.238,0.942702
2.110,65.153,0.946115
2.120,65.124,0.945797
2.130,65.245,0.939949
2.140,65.243,0.941908
2.150,65.184,0.946115
2.160,65.134,0.946698
2.170,65.188,0.936413
2.180,65.242,0.940288
2.190,65.216,0.934129
2.200,65.178,0.943668
2.210,65.237,0.945614
2.220,65.257,0.936613
2.230,65.280,0.940125
2.240,65.205,0.944054
2.250,65.188,0.947778
2.260,65.298,0.952068
2.270,65.139,0.933318
2.280,65.216,0.940713
2.290,65.197,0.945691
2.300,65.129,0.941273
2.310,65.263,0.937991
2.320,65.182,0.939462
2.330,65.120,0.940613
2.340,65.132,0.948039
2.350,65.172,0.940002
2.360,65.257,0.940570
2.370,65.226,0.940736
2.380,65.166,0.945383
2.390,65.197,0.942243
2.400,65.182,0.943033
2.410,65.215,0.945556
2.420,65.211,0.935502
2.430,65.172,0.933650
2.440,65.229,0.940455
2.450,65.210,0.938389
2.460,65.202,0.938043
2.470,65.193,0.939271
2.480,65.223,0.939844
2.490,65.295,0.945569
2.500,65.187,0.944977
2.510,65.210,0.945597
2.520,65.225,0.946320
2.530,65.157,0.938344
2.540,65.223,0.938955
2.550,65.196,0.946276
2.560,65.086,0.941809
2.570,65.239,0.936432
2.580,65.200,0.938804
2.590,65.201,0.937678
2.600,65.168,0.945653
2.610,65.130,0.944107
2.620,65.194,0.932747
2.630,65.222,0.934895
2.640,65.222,0.948068
2.650,65.181,0.941970
2.660,65.154,0.935387
2.670,65.173,0.936490
2.680,65.242,0.932226
2.690,65.204,0.942094
2.700,65.215,0.940306
2.710,65.216,0.933033
2.720,65.254,0.937622
2.730,65.221,0.945440
2.740,65.165,0.945664
2.750,65.266,0.946968
2.760,65.153,0.937872
2.770,65.245,0.938991
2.780,65.182,0.942185
2.790,65.114,0.942222
2.800,65.238,0.937056
2.810,65.204,0.943671
2.820,65.101,0.938149
2.830,65.172,0.940816
2.840,65.210,0.942801
2.850,65.258,0.942434
2.860,65.200,0.937440
2.870,65.125,0.944473
2.880,65.225,0.942019
2.890,65.212,0.940905
2.900,65.219,0.944956
2.910,65.151,0.938560
2.920,65.157,0.931991
2.930,65.261,0.941201
2.940,65.238,0.935941
2.950,65.149,0.939252
2.960,65.171,0.939671
2.970,65.250,0.938141
2.980,65.330,0.943783
2.990,65.205,0.943605
3.000,65.170,0.948503
3.010,65.229,0.947760
3.020,65.178,0.935975
3.030,65.239,0.936340
3.040,65.190,0.944966
3.050,65.098,0.941359
3.060,65.251,0.934776
3.070,65.205,0.940675
3.080,65.169,0.936882
3.090,65.146,0.947769
3.100,65.190,0.939387
3.110,65.238,0.934028
3.120,65.213,0.936634
3.130,65.195,0.945286
3.140,65.225,0.945171
3.150,65.200,0.936733
3.160,65.197,0.939787
3.170,65.200,0.933054
3.180,65.147,0.938169
3.190,65.258,0.941498
3.200,65.239,0.937793
3.210,65.211,0.934974
3.220,65.164,0.945917
3.230,65.172,0.942948
3.240,65.286,0.948822
3.250,65.201,0.943920
3.260,65.230,0.942795
3.270,65.184,0.944280
3.280,65.175,0.940175
3.290,65.231,0.941454
3.300,65.205,0.946386
3.310,65.095,0.940054
3.320,65.225,0.940704
3.330,65.210,0.943156
3.340,65.212,0.942897
3.350,65.180,0.941597
3.360,65.179,0.941945
3.370,65.245,0.941254
3.380,65.202,0.940512
3.390,65.196,0.947513
3.400,65.165,0.943075
3.410,65.192,0.938252
3.420,65.229,0.938753
3.430,65.222,0.936275
3.440,65.188,0.943999
3.450,65.235,0.945315
3.460,65.240,0.936698
3.470,65.284,0.938431
3.480,65.236,0.947358
3.490,65.203,0.949691
3.500,65.246,0.950510
3.510,65.116,0.937449
3.520,65.247,0.942936
3.530,65.252,0.950210
3.540,65.107,0.943591
3.550,65.228,0.936656
3.560,65.184,0.939624
3.570,65.175,0.935969
3.580,65.153,0.947934
3.590,65.171,0.939299
3.600,65.237,0.939512
3.610,65.233,0.940477
3.620,65.196,0.945378
3.630,65.195,0.942480
3.640,65.183,0.941336
3.650,65.236,0.946139
3.660,65.222,0.935808
3.670,65.139,0.937307
3.680,65.225,0.939619
3.690,65.241,0.940587
3.700,65.240,0.940372
3.710,65.168,0.940196
3.720,65.178,0.939209
3.730,65.300,0.947946
3.740,65.215,0.947791
3.750,65.220,0.945953
3.760,65.196,0.944078
3.770,65.159,0.938922
3.780,65.235,0.941320
3.790,65.177,0.946250
3.800,65.068,0.943335
3.810,65.251,0.939647
3.820,65.238,0.944270
3.830,65.183,0.939376
3.840,65.136,0.947691
3.850,65.129,0.943592
3.860,65.219,0.935674
3.870,65.235,0.936907
3.880,65.181,0.946703
3.890,65.158,0.944888
3.900,65.187,0.934758
3.910,65.199,0.936500
3.920,65.209,0.931594
3.930,65.162,0.940391
3.940,65.177,0.930446
3.950,65.077,0.828933
3.960,64.628,0.438147
