time,frequency,confidence
2.010,1979.477,0.718583
2.020,1979.730,0.686046
2.030,1978.979,0.693823
2.040,1978.268,0.724417
2.050,1978.730,0.736131
2.060,1979.220,0.736784
2.070,1979.743,0.714522
2.080,1979.869,0.688892
2.090,1978.931,0.700676
2.100,1978.542,0.726643
2.110,1978.899,0.734136
2.120,1979.218,0.733140
2.130,1979.614,0.708160
2.140,1979.634,0.682873
2.150,1978.570,0.707435
2.160,1978.370,0.734342
2.170,1978.895,0.736491
2.180,1979.373,0.732488
2.190,1979.872,0.703768
2.200,1979.605,0.690911
2.210,1978.618,0.708054
2.220,1978.688,0.734378
2.230,1979.017,0.733425
2.240,1979.323,0.732149
2.250,1979.721,0.691128
2.260,1979.408,0.690137
2.270,1978.327,0.711739
2.280,1978.552,0.737095
2.290,1979.034,0.735999
2.300,1979.511,0.733031
2.310,1979.878,0.691304
2.320,1979.438,0.689030
2.330,1978.488,0.714912
2.340,1978.912,0.730066
2.350,1979.086,0.731491
2.360,1979.429,0.725271
2.370,1979.770,0.682821
2.380,1979.070,0.694609
2.390,1978.261,0.722829
2.400,1978.688,0.735405
2.410,1979.133,0.735408
2.420,1979.699,0.722107
2.430,1979.898,0.687346
2.440,1978.985,0.700760
2.450,1978.578,0.724852
2.460,1978.868,0.734842
2.470,1979.210,0.734131
2.480,1979.597,0.710529
2.490,1979.630,0.687771
2.500,1978.654,0.703284
2.510,1978.359,0.732368
2.520,1978.830,0.736330
2.530,1979.359,0.735935
2.540,1979.814,0.703304
2.550,1979.720,0.690986
2.560,1978.656,0.709841
2.570,1978.648,0.732430
2.580,1978.919,0.735013
2.590,1979.221,0.730695
2.600,1979.627,0.692965
2.610,1979.473,0.682967
2.620,1978.381,0.710851
2.630,1978.521,0.737418
2.640,1979.058,0.735599
2.650,1979.514,0.729222
2.660,1979.953,0.693831
2.670,1979.450,0.692968
2.680,1978.513,0.713186
2.690,1978.726,0.735052
2.700,1979.005,0.734125
2.710,1979.371,0.720844
2.720,1979.743,0.680997
2.730,1979.261,0.684771
2.740,1978.286,0.718706
2.750,1978.655,0.736536
2.760,1979.156,0.732164
2.770,1979.673,0.720128
2.780,1979.913,0.682996
2.790,1979.183,0.691856
2.800,1978.572,0.721561
2.810,1978.964,0.731200
2.820,1979.213,0.732642
2.830,1979.622,0.716529
2.840,1979.727,0.686921
2.850,1978.718,0.703666
2.860,1978.298,0.731246
2.870,1978.840,0.735151
2.880,1979.243,0.734525
2.890,1979.793,0.712669
2.900,1979.745,0.687701
2.910,1978.708,0.707692
2.920,1978.684,0.732305
2.930,1978.929,0.733291
2.940,1979.256,0.734616
2.950,1979.667,0.698975
2.960,1979.456,0.691810
2.970,1978.397,0.707534
2.980,1978.473,0.735574
2.990,1978.968,0.736784
3.000,1979.520,0.733682
3.010,1979.883,0.693410
3.020,1979.543,0.692618
3.030,1978.514,0.713890
3.040,1978.784,0.731388
3.050,1978.994,0.736074
3.060,1979.346,0.728757
3.070,1979.771,0.682933
3.080,1979.269,0.687376
3.090,1978.296,0.718035
3.100,1978.611,0.737229
3.110,1979.150,0.732730
3.120,1979.610,0.723190
3.130,1979.935,0.689005
3.140,1979.208,0.696421
3.150,1978.487,0.719859
3.160,1978.836,0.734038
3.170,1979.182,0.731904
3.180,1979.536,0.713013
3.190,1979.720,0.685854
3.200,1978.870,0.698093
3.210,1978.258,0.730049
3.220,1978.777,0.735322
3.230,1979.324,0.732631
3.240,1979.757,0.713943
3.250,1979.758,0.691652
3.260,1978.810,0.704718
3.270,1978.588,0.729811
3.280,1978.973,0.732341
3.290,1979.215,0.731855
3.300,1979.597,0.706525
3.310,1979.542,0.687385
3.320,1978.446,0.707380
3.330,1978.410,0.735531
3.340,1978.966,0.736405
3.350,1979.386,0.733618
3.360,1979.881,0.699144
3.370,1979.588,0.690158
3.380,1978.559,0.711824
3.390,1978.785,0.734448
3.400,1979.020,0.733940
3.410,1979.330,0.732003
3.420,1979.742,0.688853
3.430,1979.300,0.691252
3.440,1978.284,0.712545
3.450,1978.620,0.736584
3.460,1979.072,0.736730
3.470,1979.620,0.728151
3.480,1979.931,0.688446
3.490,1979.300,0.693195
3.500,1978.504,0.718535
3.510,1978.879,0.730367
3.520,1979.089,0.735512
3.530,1979.482,0.721237
3.540,1979.729,0.680607
3.550,1978.940,0.696163
3.560,1978.323,0.726980
3.570,1978.712,0.737369
3.580,1979.270,0.731003
3.590,1979.748,0.712982
3.600,1979.897,0.685823
3.610,1978.945,0.699540
3.620,1978.629,0.727412
3.630,1978.903,0.737006
3.640,1979.214,0.732683
3.650,1979.608,0.702830
3.660,1979.586,0.689869
3.670,1978.542,0.708241
3.680,1978.224,0.740890
3.690,1978.742,0.741976
3.700,1979.309,0.750449
3.710,1979.584,0.725382
3.720,1979.329,0.705791
3.730,1978.372,0.723396
3.740,1978.220,0.739842
3.750,1978.605,0.749438
3.760,1978.972,0.758606
3.770,1979.306,0.725880
3.780,1979.021,0.703343
3.790,1978.016,0.732350
3.800,1977.883,0.750167
3.810,1978.477,0.764532
3.820,1978.964,0.763779
3.830,1979.222,0.730723
3.840,1978.967,0.693615
3.850,1978.022,0.738959
3.860,1977.977,0.748957
3.870,1978.342,0.771102
3.880,1978.698,0.777866
3.890,1978.630,0.750255
3.900,1978.199,0.698113
3.910,1977.222,0.748192
3.920,1977.260,0.774179
3.930,1977.961,0.811001
3.940,1978.361,0.821927
3.950,1977.154,0.834301
3.960,1974.579,0.795657
3.970,1971.340,0.752934
3.980,1969.298,0.705469
3.990,1968.425,0.684015
4.000,1971.641,0.397931
