time,frequency,confidence
2.450,519.235,0.957068
2.460,519.434,0.955247
2.470,519.049,0.957556
2.480,519.213,0.954045
2.490,519.320,0.954214
2.500,519.098,0.958983
2.510,519.353,0.955951
2.520,519.367,0.955949
2.530,519.016,0.956592
2.540,519.248,0.952435
2.550,519.194,0.956075
2.560,519.070,0.958634
2.570,519.432,0.954791
2.580,519.155,0.956653
2.590,519.047,0.955883
2.600,519.344,0.952087
2.610,519.113,0.957883
2.620,519.243,0.957721
2.630,519.453,0.955292
2.640,519.092,0.957892
2.650,519.183,0.954517
2.660,519.302,0.953263
2.670,519.090,0.958960
2.680,519.284,0.956330
2.690,519.380,0.955851
2.700,519.002,0.957179
2.710,519.236,0.952982
2.720,519.222,0.955599
2.730,519.127,0.958954
2.740,519.407,0.954885
2.750,519.196,0.957114
2.760,519.045,0.955639
2.770,519.315,0.952312
2.780,519.146,0.957389
2.790,519.155,0.958297
2.800,519.502,0.954703
2.810,519.113,0.957369
2.820,519.119,0.954932
2.830,519.271,0.952620
2.840,519.156,0.958586
2.850,519.241,0.956882
2.860,519.393,0.955890
2.870,519.087,0.957338
2.880,519.211,0.953914
2.890,519.273,0.954560
2.900,519.110,0.959000
2.910,519.378,0.955554
2.920,519.302,0.956360
2.930,518.996,0.956392
2.940,519.260,0.951760
2.950,519.165,0.956752
2.960,519.058,0.958165
2.970,519.425,0.955131
2.980,519.147,0.956871
2.990,519.090,0.955757
3.000,519.309,0.952122
3.010,519.124,0.958182
3.020,519.257,0.957370
3.030,519.435,0.955063
3.040,519.055,0.958162
3.050,519.240,0.954189
3.060,519.315,0.954020
3.070,519.067,0.959089
3.080,519.292,0.956015
3.090,519.388,0.955939
3.100,518.970,0.956810
3.110,519.226,0.952394
3.120,519.214,0.955765
3.130,519.131,0.959016
3.140,519.473,0.954779
3.150,519.164,0.956681
3.160,519.031,0.955612
3.170,519.299,0.952024
3.180,519.065,0.957659
3.190,519.177,0.957869
3.200,519.449,0.955107
3.210,519.137,0.957278
3.220,519.105,0.954645
3.230,519.277,0.952990
3.240,519.081,0.958533
3.250,519.290,0.956266
3.260,519.376,0.955690
3.270,519.036,0.957056
3.280,519.232,0.953444
3.290,519.254,0.955411
3.300,519.084,0.958817
3.310,519.363,0.954995
3.320,519.263,0.956430
3.330,519.023,0.955917
3.340,519.282,0.951741
3.350,519.134,0.957142
3.360,519.101,0.958129
3.370,519.461,0.954619
3.380,519.105,0.956851
3.390,519.132,0.955203
3.400,519.305,0.952578
3.410,519.122,0.958423
3.420,519.252,0.956976
3.430,519.433,0.955165
3.440,519.055,0.957650
3.450,519.221,0.954015
3.460,519.354,0.954322
3.470,519.080,0.959149
3.480,519.360,0.955763
3.490,519.370,0.956039
3.500,519.020,0.956613
3.510,519.237,0.952403
3.520,519.189,0.955933
3.530,519.112,0.958638
3.540,519.422,0.954646
3.550,519.152,0.956930
3.560,519.052,0.955588
3.570,519.360,0.952451
3.580,519.096,0.957750
3.590,519.222,0.957728
3.600,519.470,0.955324
3.610,519.077,0.957781
3.620,519.175,0.954643
3.630,519.276,0.953277
3.640,519.094,0.958898
3.650,519.271,0.956251
3.660,519.338,0.956433
3.670,519.021,0.957047
3.680,519.231,0.953146
3.690,519.205,0.955889
3.700,519.110,0.958913
3.710,519.428,0.954931
3.720,519.189,0.957085
3.730,519.054,0.955912
3.740,519.335,0.952213
3.750,519.214,0.957834
3.760,519.242,0.958283
3.770,519.564,0.954773
3.780,519.228,0.957094
3.790,519.322,0.954361
3.800,519.466,0.952522
3.810,519.328,0.958590
3.820,519.468,0.956543
3.830,519.613,0.954928
3.840,519.224,0.956999
3.850,519.410,0.953232
3.860,519.596,0.954381
3.870,519.324,0.958449
3.880,519.585,0.954956
3.890,519.623,0.955515
3.900,519.309,0.955533
3.910,519.501,0.951470
3.920,519.550,0.956383
3.930,519.453,0.957369
3.940,519.779,0.953564
3.950,519.569,0.956069
3.960,519.566,0.953769
3.970,519.820,0.949129
3.980,520.073,0.945254
3.990,520.636,0.922475
4.000,521.277,0.833483
