time,frequency,confidence
1.530,1022.208,0.852497
1.540,1022.324,0.854800
1.550,1021.365,0.866377
1.560,1022.480,0.850320
1.570,1021.706,0.863585
1.580,1020.917,0.864415
1.590,1022.288,0.853983
1.600,1021.710,0.855286
1.610,1021.411,0.861677
1.620,1022.376,0.857498
1.630,1021.375,0.864882
1.640,1021.086,0.858744
1.650,1022.265,0.856632
1.660,1021.607,0.862620
1.670,1021.751,0.858059
1.680,1022.101,0.856200
1.690,1021.066,0.867370
1.700,1021.608,0.861273
1.710,1022.484,0.855721
1.720,1021.461,0.864026
1.730,1022.093,0.861856
1.740,1022.296,0.856944
1.750,1020.730,0.865985
1.760,1021.940,0.859727
1.770,1022.475,0.856724
1.780,1021.257,0.862340
1.790,1022.265,0.854634
1.800,1022.193,0.862706
1.810,1020.649,0.866574
1.820,1022.198,0.853611
1.830,1022.205,0.859122
1.840,1021.202,0.863826
1.850,1022.373,0.848160
1.860,1021.714,0.860877
1.870,1020.803,0.864780
1.880,1022.369,0.856848
1.890,1021.852,0.857243
1.900,1021.340,0.861426
1.910,1022.369,0.857279
1.920,1021.478,0.863118
1.930,1020.970,0.859414
1.940,1022.284,0.858535
1.950,1021.645,0.862978
1.960,1021.701,0.858667
1.970,1022.179,0.854028
1.980,1021.128,0.866751
1.990,1021.539,0.863567
2.000,1022.503,0.855471
2.010,1021.485,0.864351
2.020,1022.233,0.862797
2.030,1022.479,0.856374
2.040,1020.819,0.866567
2.050,1021.897,0.860827
2.060,1022.553,0.857740
2.070,1021.268,0.862806
2.080,1022.323,0.856653
2.090,1022.395,0.863902
2.100,1020.778,0.867129
2.110,1022.213,0.854406
2.120,1022.345,0.859837
2.130,1021.233,0.864627
2.140,1022.325,0.849119
2.150,1021.802,0.857710
2.160,1020.739,0.863601
2.170,1022.306,0.854948
2.180,1021.933,0.857569
2.190,1021.387,0.862369
2.200,1022.443,0.857747
2.210,1021.439,0.861310
2.220,1020.915,0.860565
2.230,1022.274,0.859442
2.240,1021.654,0.861710
2.250,1021.553,0.859305
2.260,1022.121,0.850628
2.270,1021.116,0.859432
2.280,1021.367,0.860078
2.290,1022.448,0.854008
2.300,1021.688,0.866351
2.310,1022.003,0.863776
2.320,1022.315,0.851855
2.330,1020.800,0.864559
2.340,1021.805,0.861053
2.350,1022.609,0.860222
2.360,1021.365,0.866555
2.370,1022.141,0.857185
2.380,1022.288,0.860350
2.390,1020.718,0.865677
2.400,1022.130,0.855438
2.410,1022.478,0.859532
2.420,1021.280,0.866630
2.430,1022.346,0.851545
2.440,1021.911,0.857331
2.450,1020.744,0.862988
2.460,1022.344,0.854625
2.470,1022.064,0.858035
2.480,1021.310,0.865513
2.490,1022.501,0.856444
2.500,1021.711,0.859878
2.510,1020.814,0.860558
2.520,1022.348,0.858430
2.530,1021.845,0.862212
2.540,1021.296,0.861008
2.550,1022.172,0.849397
2.560,1021.245,0.858705
2.570,1021.153,0.858787
2.580,1022.332,0.851205
2.590,1021.627,0.862230
2.600,1021.854,0.861377
2.610,1022.134,0.853938
2.620,1020.903,0.861102
2.630,1021.518,0.855797
2.640,1022.537,0.852805
2.650,1021.480,0.864386
2.660,1022.272,0.861582
2.670,1022.482,0.861995
2.680,1020.709,0.866882
2.690,1022.042,0.854562
2.700,1022.467,0.858462
2.710,1021.197,0.865429
2.720,1022.240,0.856296
2.730,1022.028,0.857222
2.740,1020.671,0.862618
2.750,1022.357,0.854375
2.760,1022.213,0.857298
2.770,1021.327,0.866623
2.780,1022.431,0.856516
2.790,1021.705,0.858220
2.800,1020.683,0.860644
2.810,1022.316,0.856094
2.820,1021.959,0.859997
2.830,1021.416,0.865839
2.840,1022.296,0.854348
2.850,1021.360,0.862951
2.860,1021.131,0.860525
2.870,1022.420,0.851581
2.880,1021.641,0.864365
2.890,1021.748,0.863342
2.900,1022.244,0.854910
2.910,1020.966,0.864234
2.920,1021.531,0.859845
2.930,1022.554,0.856179
2.940,1021.437,0.866598
2.950,1021.982,0.860429
2.960,1022.375,0.859360
2.970,1020.732,0.863992
2.980,1021.982,0.858044
2.990,1022.526,0.858332
3.000,1021.334,0.865094
3.010,1022.123,0.858920
3.020,1022.116,0.858983
3.030,1020.662,0.864344
3.040,1022.234,0.853337
3.050,1022.322,0.855722
3.060,1021.400,0.867939
3.070,1022.364,0.854779
3.080,1021.529,0.856960
3.090,1020.561,0.860735
3.100,1022.187,0.855499
3.110,1022.079,0.857688
3.120,1021.445,0.866409
3.130,1022.434,0.855340
3.140,1021.491,0.861887
3.150,1020.911,0.861169
3.160,1022.403,0.855190
3.170,1021.819,0.863933
3.180,1021.659,0.862179
3.190,1022.182,0.856081
3.200,1021.122,0.866172
3.210,1021.309,0.858790
3.220,1022.555,0.855381
3.230,1021.536,0.866502
3.240,1021.950,0.862306
3.250,1022.307,0.858580
3.260,1020.761,0.864350
3.270,1021.816,0.859169
3.280,1022.502,0.856648
3.290,1021.350,0.865158
3.300,1022.108,0.858599
3.310,1022.199,0.859233
3.320,1020.662,0.864380
3.330,1022.203,0.855473
3.340,1022.408,0.856537
3.350,1021.330,0.867810
3.360,1022.423,0.852352
3.370,1021.830,0.856699
3.380,1020.630,0.863311
3.390,1022.353,0.854310
3.400,1022.209,0.856162
3.410,1021.324,0.865427
3.420,1022.387,0.856660
3.430,1021.572,0.861075
3.440,1020.681,0.858107
3.450,1022.299,0.853976
3.460,1021.884,0.862932
3.470,1021.639,0.861229
3.480,1022.137,0.855999
3.490,1021.199,0.865590
3.500,1021.162,0.859299
3.510,1022.435,0.853536
3.520,1021.552,0.865864
3.530,1021.934,0.864180
3.540,1022.325,0.855878
3.550,1020.750,0.863543
3.560,1021.636,0.859802
3.570,1022.441,0.856925
3.580,1021.384,0.864231
3.590,1022.068,0.860725
3.600,1022.341,0.859758
3.610,1020.689,0.864962
3.620,1022.078,0.854422
3.630,1022.545,0.857604
3.640,1021.400,0.868502
3.650,1022.505,0.860121
3.660,1022.434,0.858665
3.670,1021.087,0.862101
3.680,1022.524,0.860579
3.690,1022.982,0.856471
3.700,1021.977,0.865398
3.710,1022.939,0.865420
3.720,1022.428,0.861336
3.730,1021.429,0.860474
3.740,1022.755,0.863337
3.750,1022.973,0.860463
3.760,1022.396,0.866393
3.770,1023.274,0.868248
3.780,1023.059,0.873401
3.790,1022.369,0.863987
3.800,1023.798,0.861707
3.810,1023.034,0.866363
3.820,1022.998,0.863383
3.830,1023.748,0.860662
3.840,1022.451,0.869580
3.850,1023.075,0.857086
3.860,1024.403,0.850396
3.870,1023.641,0.840338
3.880,1023.919,0.832529
3.890,1024.489,0.801640
3.900,1022.928,0.741690
3.910,1023.225,0.706823
3.920,1026.668,0.527496
3.930,174.731,0.327071
3.940,174.779,0.457024
3.950,173.467,0.702040
3.960,172.628,0.888154
3.970,172.492,0.932463
3.980,172.312,0.906071
3.990,172.178,0.798830
4.000,172.166,0.615264
