time,frequency,confidence
2.260,1981.965,0.002205
2.270,1982.245,0.001940
2.280,1981.267,0.001985
2.290,1981.362,0.002001
2.300,1982.657,0.002417
2.310,1983.057,0.002515
2.320,1984.184,0.002410
2.330,1983.332,0.002370
2.340,1982.915,0.002374
2.350,1982.989,0.002527
2.360,1982.490,0.002387
2.370,1982.442,0.002038
2.380,1982.802,0.002198
2.390,1982.113,0.002168
2.400,1982.954,0.002406
2.410,1983.415,0.002750
2.420,1984.107,0.002524
2.430,1983.840,0.002451
2.440,1983.000,0.002311
2.450,1983.339,0.002507
2.460,1982.945,0.002519
2.470,1982.849,0.002214
2.480,1982.683,0.002019
2.490,1981.941,0.002092
2.500,1982.192,0.002217
2.510,1982.950,0.002593
2.520,1983.213,0.002511
2.530,1984.311,0.002404
2.540,1983.284,0.002355
2.550,1983.170,0.002388
2.560,1983.070,0.002555
2.570,1982.561,0.002347
2.580,1982.589,0.002058
2.590,1981.891,0.002035
2.600,1982.032,0.002045
2.610,1982.287,0.002302
2.620,1982.518,0.002424
2.630,1983.436,0.002231
2.640,1983.001,0.002234
2.650,1982.334,0.002123
2.660,1983.002,0.002469
2.670,1982.199,0.002317
2.680,1981.791,0.001990
2.690,1982.127,0.002016
2.700,1980.831,0.001969
2.710,1982.102,0.002190
2.720,1982.569,0.002369
2.730,1982.655,0.002225
2.740,1983.586,0.002295
2.750,1982.468,0.002042
2.760,1983.406,0.002470
2.770,1983.467,0.002598
2.780,1982.838,0.002261
2.790,1982.126,0.001980
2.800,1981.181,0.001908
2.810,1981.248,0.002168
2.820,1981.638,0.002241
2.830,1981.941,0.002157
2.840,1982.644,0.002117
2.850,1982.726,0.002186
2.860,1983.077,0.002188
2.870,1983.865,0.002669
2.880,1983.336,0.002482
2.890,1983.039,0.002162
2.900,1981.723,0.002034
2.910,1980.812,0.001996
2.920,1981.522,0.002215
2.930,1982.054,0.002151
2.940,1982.894,0.002128
2.950,1982.684,0.002173
2.960,1983.344,0.002149
2.970,1983.645,0.002535
2.980,1983.298,0.002587
2.990,1982.708,0.002198
3.000,1982.869,0.002107
3.010,1981.028,0.001914
3.020,1981.474,0.002278
3.030,1981.848,0.002237
3.040,1981.724,0.001985
3.050,1982.592,0.002148
3.060,1982.074,0.002068
3.070,1983.477,0.002345
3.080,1983.767,0.002620
3.090,1983.533,0.002316
3.100,1983.078,0.002190
3.110,1981.908,0.001961
3.120,1981.732,0.002092
3.130,1982.034,0.002290
3.140,1982.152,0.002098
3.150,1981.649,0.001961
3.160,1981.941,0.002106
3.170,1982.343,0.002166
3.180,1983.362,0.002554
3.190,1983.489,0.002463
3.200,1982.971,0.002156
3.210,1982.805,0.002234
3.220,1981.680,0.001962
3.230,1982.231,0.002334
3.240,1982.257,0.002237
3.250,1982.441,0.002037
3.260,1982.187,0.002178
3.270,1981.762,0.002005
3.280,1983.009,0.002480
3.290,1983.454,0.002513
3.300,1984.251,0.002324
3.310,1982.591,0.002246
3.320,1982.482,0.002119
3.330,1981.980,0.002192
3.340,1981.857,0.002283
3.350,1981.993,0.001992
3.360,1982.168,0.002046
3.370,1981.353,0.002018
3.380,1982.490,0.002279
3.390,1983.084,0.002519
3.400,1983.493,0.002366
3.410,1983.126,0.002176
3.420,1982.181,0.002131
3.430,1982.500,0.002140
3.440,1982.103,0.002295
3.450,1981.933,0.002083
3.460,1982.043,0.001905
3.470,1981.583,0.002035
3.480,1981.839,0.002088
3.490,1983.439,0.002714
3.500,1983.955,0.002694
3.510,1983.968,0.002376
3.520,1983.124,0.002340
3.530,1982.569,0.002314
3.540,1982.406,0.002487
3.550,1982.425,0.002439
3.560,1982.745,0.002097
3.570,1982.289,0.002253
3.580,1982.291,0.002185
3.590,1983.417,0.002543
3.600,1983.462,0.002572
3.610,1984.333,0.002408
3.620,1983.076,0.002281
3.630,1982.150,0.002162
3.640,1982.536,0.002370
3.650,1981.744,0.002269
3.660,1982.352,0.002023
3.670,1982.005,0.002056
3.680,1981.872,0.002032
3.690,1982.029,0.002083
3.700,1983.014,0.002460
3.710,1983.249,0.002172
3.720,1983.205,0.002001
3.730,1981.981,0.001935
3.740,1981.960,0.002031
3.750,1981.545,0.002111
3.760,1981.384,0.001872
3.770,1064.287,0.001771
3.780,1980.473,0.001689
3.790,1981.370,0.001765
3.800,1981.995,0.001979
3.810,1982.332,0.001976
3.820,1983.100,0.001758
3.830,1982.342,0.001723
3.840,1981.236,0.001712
3.850,1981.422,0.001917
3.860,1394.993,0.001731
3.870,1396.911,0.001800
3.880,1979.295,0.001429
3.890,1395.515,0.001587
3.900,1392.738,0.002156
3.910,1395.672,0.002288
3.920,1398.477,0.001685
3.930,1401.036,0.001330
3.940,1399.871,0.002021
3.950,1399.083,0.002788
3.960,1400.731,0.004882
3.970,175.226,0.007312
3.980,175.363,0.034999
3.990,175.969,0.121964
4.000,176.264,0.197977
