time,frequency,confidence
2.650,172.520,0.936549
2.660,172.624,0.933885
2.670,172.285,0.924453
2.680,172.511,0.930162
2.690,172.716,0.934821
2.700,172.457,0.929496
2.710,172.478,0.923248
2.720,172.605,0.935595
2.730,172.626,0.928160
2.740,172.785,0.924961
2.750,172.842,0.933711
2.760,172.614,0.928670
2.770,172.160,0.912608
2.780,172.246,0.920781
2.790,172.202,0.926504
2.800,172.382,0.928125
2.810,172.552,0.896087
2.820,172.500,0.683956
2.830,171.224,0.350691
2.840,174.688,0.099235
2.850,934.592,0.022513
2.860,227.457,0.116113
2.870,115.661,0.176856
2.880,38.131,0.106489
2.890,37.729,0.077148
2.900,37.850,0.067302
2.910,259.792,0.065703
2.920,263.065,0.170963
2.930,261.583,0.402960
2.940,261.024,0.555145
2.950,262.352,0.580803
2.960,228.645,0.408047
2.970,228.946,0.111492
2.980,37.485,0.074763
2.990,174.560,0.200792
3.000,172.257,0.286636
3.010,171.605,0.397618
3.020,172.123,0.798923
3.030,173.456,0.763106
3.040,173.371,0.494372
3.050,174.313,0.169296
3.060,172.550,0.088529
3.070,172.911,0.385387
3.080,174.914,0.483376
3.090,174.203,0.701400
3.100,173.389,0.851188
3.110,172.732,0.917293
3.120,172.208,0.927393
3.130,172.357,0.927259
3.140,172.468,0.937954
3.150,172.472,0.941816
3.160,172.417,0.935706
3.170,172.497,0.938037
3.180,172.572,0.930403
3.190,172.472,0.934589
3.200,172.498,0.928183
3.210,172.251,0.917531
3.220,172.701,0.927000
3.230,173.099,0.861476
3.240,172.970,0.811456
3.250,172.908,0.822293
3.260,172.833,0.892523
3.270,172.205,0.921686
3.280,172.375,0.932517
3.290,172.593,0.937866
3.300,172.494,0.936133
3.310,172.176,0.916614
3.320,172.188,0.921564
3.330,172.309,0.926633
3.340,172.425,0.933749
3.350,172.673,0.937951
3.360,172.363,0.932664
3.370,172.404,0.928808
3.380,172.319,0.928229
3.390,172.550,0.935271
3.400,172.569,0.939167
3.410,172.532,0.940368
3.420,172.284,0.920798
3.430,172.315,0.927609
3.440,172.482,0.928127
3.450,172.526,0.937717
3.460,172.815,0.939461
3.470,172.619,0.938576
3.480,172.249,0.931661
3.490,172.335,0.926514
3.500,172.358,0.935044
3.510,172.634,0.936660
3.520,172.547,0.940910
3.530,172.608,0.935542
3.540,172.480,0.929863
3.550,172.452,0.934210
3.560,172.357,0.926200
3.570,172.155,0.926572
3.580,172.663,0.937204
3.590,172.519,0.942085
3.600,172.465,0.929777
3.610,172.406,0.929651
3.620,172.482,0.936383
3.630,172.313,0.927701
3.640,172.373,0.932844
3.650,172.617,0.934398
3.660,172.502,0.934214
3.670,172.672,0.934284
3.680,172.295,0.923486
3.690,172.321,0.927718
3.700,172.648,0.933974
3.710,172.555,0.937899
3.720,172.507,0.932609
3.730,172.324,0.930450
3.740,172.342,0.929206
3.750,172.436,0.934932
3.760,172.798,0.945263
3.770,172.647,0.940263
3.780,172.265,0.924682
3.790,172.433,0.929592
3.800,172.378,0.929326
3.810,172.420,0.926810
3.820,172.808,0.938668
3.830,172.545,0.933773
3.840,172.302,0.925569
3.850,172.126,0.917453
3.860,172.349,0.925573
3.870,172.639,0.937347
3.880,172.703,0.943659
3.890,172.398,0.928342
3.900,172.274,0.922981
3.910,172.599,0.929895
3.920,172.449,0.934317
3.930,172.629,0.936828
3.940,172.602,0.937068
3.950,172.513,0.917245
3.960,172.156,0.779949
3.970,172.506,0.553031
3.980,172.750,0.348408
3.990,176.594,0.171125
4.000,710.143,0.040748
