time,frequency,confidence
1.060,173.904,0.104424
1.070,935.375,0.065085
1.080,115.364,0.125567
1.090,115.528,0.079209
1.100,115.572,0.118299
1.110,115.762,0.108229
1.120,172.880,0.289500
1.130,57.553,0.373090
1.140,172.341,0.598856
1.150,172.960,0.692089
1.160,173.236,0.519735
1.170,172.737,0.228521
1.180,171.427,0.229962
1.190,341.941,0.021640
1.200,57.282,0.022082
1.210,176.850,0.032983
1.220,175.135,0.351215
1.230,173.418,0.741638
1.240,172.544,0.891016
1.250,171.958,0.914665
1.260,172.176,0.915978
1.270,172.465,0.932527
1.280,172.752,0.940570
1.290,172.802,0.946024
1.300,172.532,0.928797
1.310,172.486,0.930403
1.320,172.295,0.924971
1.330,172.020,0.917070
1.340,172.670,0.941582
1.350,172.989,0.939690
1.360,172.597,0.936433
1.370,172.148,0.915830
1.380,171.970,0.917343
1.390,172.536,0.931621
1.400,172.714,0.937939
1.410,172.610,0.937673
1.420,172.268,0.919756
1.430,172.359,0.929081
1.440,172.352,0.926036
1.450,172.382,0.931944
1.460,172.685,0.938483
1.470,172.467,0.937279
1.480,172.540,0.936352
1.490,172.200,0.924117
1.500,172.453,0.931823
1.510,172.494,0.934407
1.520,172.624,0.935933
1.530,172.582,0.939426
1.540,172.322,0.925960
1.550,172.514,0.930337
1.560,172.292,0.924303
1.570,172.402,0.928708
1.580,172.463,0.935983
1.590,172.548,0.929861
1.600,172.738,0.939411
1.610,172.545,0.935252
1.620,172.244,0.924038
1.630,172.081,0.920429
1.640,172.590,0.940653
1.650,172.488,0.939050
1.660,172.472,0.930684
1.670,172.494,0.932407
1.680,172.198,0.922910
1.690,172.234,0.926185
1.700,172.424,0.930762
1.710,172.782,0.939242
1.720,172.546,0.938944
1.730,172.341,0.926560
1.740,172.230,0.922690
1.750,172.650,0.925733
1.760,172.931,0.944240
1.770,172.542,0.934061
1.780,172.347,0.922930
1.790,172.283,0.924392
1.800,172.419,0.927144
1.810,172.633,0.941144
1.820,172.824,0.936606
1.830,172.578,0.937505
1.840,172.290,0.925596
1.850,172.323,0.927769
1.860,172.411,0.932045
1.870,172.349,0.930543
1.880,172.595,0.938984
1.890,172.334,0.928249
1.900,172.375,0.934401
1.910,172.463,0.924541
1.920,172.524,0.931516
1.930,172.567,0.935609
1.940,172.415,0.929464
1.950,172.634,0.934820
1.960,172.476,0.925334
1.970,172.526,0.929543
1.980,172.174,0.916133
1.990,172.347,0.922752
2.000,172.926,0.941505
2.010,172.695,0.935312
2.020,172.596,0.933419
2.030,172.213,0.919533
2.040,172.271,0.921340
2.050,172.424,0.912934
2.060,173.071,0.857068
2.070,173.003,0.762225
2.080,173.316,0.828869
2.090,172.983,0.882294
2.100,171.896,0.916724
2.110,172.277,0.917553
2.120,172.673,0.934145
2.130,172.541,0.931072
2.140,172.164,0.921969
2.150,171.963,0.914674
2.160,172.134,0.915809
2.170,172.417,0.928057
2.180,172.796,0.934819
2.190,172.414,0.824629
2.200,172.456,0.511280
2.210,175.004,0.256795
2.220,176.883,0.245918
2.230,116.023,0.360797
2.240,114.986,0.644080
2.250,115.296,0.752200
2.260,115.648,0.802812
2.270,116.011,0.660875
2.280,115.479,0.541116
2.290,115.665,0.279998
2.300,115.592,0.574365
2.310,115.929,0.765447
2.320,115.863,0.734928
2.330,115.014,0.500655
2.340,115.058,0.261157
2.350,175.315,0.420558
2.360,174.725,0.746367
2.370,173.331,0.866393
2.380,172.423,0.864214
2.390,172.018,0.840502
2.400,171.885,0.837295
2.410,171.364,0.725752
2.420,171.984,0.170589
2.430,32.079,0.136029
2.440,173.795,0.104695
2.450,175.877,0.243402
2.460,175.177,0.558831
2.470,174.339,0.802044
2.480,173.465,0.914914
2.490,172.664,0.934048
2.500,172.098,0.904520
2.510,172.527,0.920700
2.520,172.863,0.935058
2.530,172.815,0.944051
2.540,172.745,0.945151
2.550,172.530,0.936739
2.560,172.466,0.932797
2.570,172.070,0.919416
2.580,172.309,0.929437
2.590,172.548,0.938090
2.600,172.807,0.940788
2.610,172.644,0.939710
2.620,172.346,0.925990
2.630,172.262,0.921982
2.640,172.267,0.923421
2.650,172.812,0.940474
2.660,172.537,0.941557
2.670,172.268,0.924368
2.680,172.406,0.931405
2.690,172.419,0.928314
2.700,172.492,0.937805
2.710,172.535,0.937125
2.720,172.473,0.933085
2.730,172.433,0.936538
2.740,172.572,0.933663
2.750,172.500,0.940003
2.760,172.619,0.936122
2.770,172.673,0.944094
2.780,172.449,0.935553
2.790,172.350,0.931389
2.800,172.586,0.938770
2.810,172.573,0.932543
2.820,172.680,0.945509
2.830,172.479,0.929917
2.840,172.486,0.938210
2.850,172.361,0.924449
2.860,172.585,0.936045
2.870,172.406,0.934769
2.880,172.179,0.921336
2.890,172.662,0.942878
2.900,172.595,0.934813
2.910,172.525,0.936469
2.920,172.367,0.923977
2.930,172.303,0.927024
2.940,172.470,0.940825
2.950,172.425,0.932002
2.960,172.656,0.941191
2.970,172.600,0.937306
2.980,172.547,0.937867
2.990,172.157,0.920485
3.000,172.465,0.931416
3.010,173.013,0.943741
3.020,172.787,0.943006
3.030,172.551,0.936217
3.040,172.029,0.917745
3.050,172.701,0.922035
3.060,172.600,0.868332
3.070,172.312,0.820613
3.080,171.932,0.808646
3.090,171.882,0.871717
3.100,172.275,0.911833
3.110,172.221,0.914683
3.120,172.453,0.931524
3.130,172.613,0.935212
3.140,172.712,0.939491
3.150,172.565,0.935654
3.160,172.334,0.925167
3.170,172.581,0.935600
3.180,172.563,0.935418
3.190,172.586,0.940771
3.200,172.360,0.932459
3.210,172.475,0.928202
3.220,172.630,0.937761
3.230,172.515,0.926004
3.240,172.337,0.928536
3.250,172.552,0.934032
3.260,172.558,0.932224
3.270,172.631,0.937969
3.280,172.546,0.930690
3.290,172.358,0.933731
3.300,172.435,0.926197
3.310,172.580,0.941813
3.320,172.445,0.928897
3.330,172.632,0.936758
3.340,172.603,0.939168
3.350,172.231,0.922631
3.360,172.359,0.933785
3.370,172.662,0.930435
3.380,172.806,0.945199
3.390,172.532,0.933832
3.400,172.242,0.928573
3.410,172.321,0.930736
3.420,172.560,0.929323
3.430,172.939,0.894771
3.440,172.260,0.656269
3.450,172.665,0.295612
3.460,175.233,0.089441
3.470,115.646,0.019368
3.480,38.571,0.085462
3.490,115.555,0.604831
3.500,115.372,0.786743
3.510,115.540,0.730225
3.520,115.586,0.351837
3.530,115.536,0.369205
3.540,115.421,0.473242
3.550,115.468,0.661417
3.560,114.727,0.529107
3.570,114.897,0.419227
3.580,115.969,0.335159
3.590,174.980,0.295598
3.600,174.081,0.516966
3.610,174.692,0.673704
3.620,173.053,0.819887
3.630,171.846,0.839831
3.640,171.629,0.848550
3.650,171.403,0.797733
3.660,172.163,0.308085
3.670,32.353,0.071962
3.680,32.503,0.036329
3.690,172.703,0.177209
3.700,176.029,0.574964
3.710,175.007,0.705215
3.720,174.328,0.850433
3.730,173.334,0.923689
3.740,172.741,0.930985
3.750,172.526,0.923724
3.760,172.054,0.920362
3.770,172.221,0.901899
3.780,172.661,0.929120
3.790,173.053,0.925565
3.800,172.999,0.935641
3.810,172.446,0.930578
3.820,172.025,0.910000
3.830,172.017,0.926578
3.840,172.558,0.929063
3.850,172.569,0.939018
3.860,172.471,0.926133
3.870,172.331,0.925972
3.880,172.252,0.929596
3.890,172.132,0.919699
3.900,172.699,0.942578
3.910,172.862,0.937295
3.920,172.507,0.936528
3.930,172.155,0.911577
3.940,172.249,0.914553
3.950,172.594,0.936316
3.960,172.690,0.937447
3.970,172.443,0.937145
3.980,172.300,0.894194
3.990,171.355,0.736966
4.000,172.591,0.573473
