time,frequency,confidence
1.860,172.565,0.929290
1.870,172.782,0.933998
1.880,172.696,0.933088
1.890,172.801,0.936831
1.900,172.875,0.939071
1.910,172.855,0.936692
1.920,172.681,0.934961
1.930,172.690,0.931283
1.940,172.699,0.933287
1.950,172.704,0.930219
1.960,172.767,0.936650
1.970,172.530,0.934262
1.980,172.676,0.928014
1.990,172.864,0.938840
2.000,172.935,0.934761
2.010,172.765,0.940538
2.020,172.837,0.933645
2.030,172.688,0.935881
2.040,172.644,0.940115
2.050,172.557,0.928272
2.060,172.587,0.936736
2.070,172.853,0.931378
2.080,172.931,0.943528
2.090,172.789,0.934062
2.100,172.589,0.928423
2.110,172.752,0.938495
2.120,172.650,0.931929
2.130,172.629,0.938509
2.140,172.938,0.936200
2.150,172.721,0.940281
2.160,172.753,0.933859
2.170,172.472,0.928954
2.180,172.519,0.934517
2.190,172.712,0.931485
2.200,172.814,0.938631
2.210,172.647,0.927271
2.220,172.527,0.932360
2.230,172.535,0.928250
2.240,172.612,0.934489
2.250,172.760,0.938791
2.260,172.894,0.941297
2.270,172.844,0.943658
2.280,172.757,0.937307
2.290,172.673,0.939106
2.300,172.528,0.934430
2.310,172.639,0.933476
2.320,172.761,0.940613
2.330,172.544,0.932993
2.340,172.531,0.931545
2.350,172.604,0.931737
2.360,172.782,0.936605
2.370,172.651,0.935500
2.380,172.712,0.932646
2.390,172.490,0.929505
2.400,172.531,0.930395
2.410,172.446,0.930308
2.420,172.514,0.934576
2.430,172.725,0.940152
2.440,172.688,0.940924
2.450,172.484,0.932041
2.460,172.431,0.932182
2.470,172.613,0.928865
2.480,172.683,0.939977
2.490,172.752,0.937605
2.500,172.700,0.939368
2.510,172.623,0.938978
2.520,172.541,0.929782
2.530,172.340,0.933411
2.540,172.429,0.926258
2.550,172.569,0.937791
2.560,172.880,0.938020
2.570,172.659,0.932104
2.580,172.575,0.933767
2.590,172.602,0.928052
2.600,172.691,0.933833
2.610,173.085,0.891694
2.620,172.554,0.835799
2.630,172.148,0.798656
2.640,171.973,0.852073
2.650,172.211,0.901697
2.660,172.483,0.917592
2.670,172.111,0.816538
2.680,172.165,0.563311
2.690,172.761,0.386335
2.700,174.910,0.038559
2.710,230.654,0.070603
2.720,117.330,0.126543
2.730,116.571,0.063620
2.740,116.900,0.152516
2.750,1028.783,0.020541
2.760,1030.294,0.040873
2.770,1022.955,0.037087
2.780,228.055,0.177139
2.790,115.482,0.257082
2.800,115.158,0.281714
2.810,115.198,0.137115
2.820,1023.075,0.030032
2.830,183.273,0.203113
2.840,177.611,0.486056
2.850,174.632,0.693815
2.860,172.579,0.735684
2.870,171.935,0.819763
2.880,172.641,0.670863
2.890,57.280,0.180494
2.900,32.443,0.028786
2.910,32.302,0.028183
2.920,921.895,0.014409
2.930,174.506,0.206308
2.940,175.265,0.621721
2.950,174.062,0.812375
2.960,173.840,0.893725
2.970,173.176,0.938978
2.980,172.512,0.937440
2.990,172.334,0.922025
3.000,172.359,0.932475
3.010,172.546,0.934999
3.020,172.431,0.937044
3.030,172.613,0.939354
3.040,172.365,0.931879
3.050,172.352,0.934430
3.060,172.284,0.925803
3.070,172.163,0.926448
3.080,172.716,0.935567
3.090,172.759,0.948340
3.100,172.574,0.932758
3.110,172.292,0.920867
3.120,172.440,0.931836
3.130,172.514,0.933898
3.140,172.585,0.942043
3.150,172.836,0.942825
3.160,172.434,0.938690
3.170,172.347,0.923172
3.180,172.210,0.916948
3.190,172.230,0.922254
3.200,172.488,0.931779
3.210,172.676,0.940036
3.220,172.583,0.933677
3.230,172.243,0.928124
3.240,172.298,0.925510
3.250,172.343,0.928691
3.260,172.560,0.943606
3.270,172.542,0.938702
3.280,172.200,0.925595
3.290,172.466,0.928093
3.300,172.475,0.932313
3.310,172.346,0.925639
3.320,172.593,0.934443
3.330,172.773,0.941589
3.340,172.618,0.938356
3.350,172.203,0.924436
3.360,172.390,0.930099
3.370,172.507,0.936642
3.380,172.519,0.939770
3.390,172.640,0.940043
3.400,172.458,0.933323
3.410,172.502,0.933854
3.420,172.319,0.928422
3.430,172.398,0.931424
3.440,172.714,0.943157
3.450,172.718,0.945811
3.460,172.500,0.933994
3.470,172.259,0.929412
3.480,172.415,0.926715
3.490,172.419,0.930931
3.500,172.789,0.941541
3.510,172.562,0.936516
3.520,172.327,0.930125
3.530,172.462,0.927204
3.540,172.318,0.930957
3.550,172.617,0.933531
3.560,172.607,0.940721
3.570,172.734,0.935199
3.580,172.591,0.929290
3.590,172.445,0.931229
3.600,172.388,0.922618
3.610,172.288,0.925892
3.620,172.633,0.935404
3.630,172.345,0.934470
3.640,172.633,0.902500
3.650,172.717,0.818365
3.660,173.189,0.818671
3.670,172.850,0.850341
3.680,172.534,0.924118
3.690,172.492,0.926534
3.700,172.348,0.931523
3.710,172.451,0.930698
3.720,172.146,0.918412
3.730,172.365,0.930354
3.740,172.472,0.935597
3.750,172.313,0.930885
3.760,172.531,0.931921
3.770,172.523,0.932974
3.780,172.421,0.928811
3.790,172.244,0.926188
3.800,172.470,0.934074
3.810,172.606,0.936278
3.820,172.422,0.929228
3.830,172.508,0.934051
3.840,172.403,0.932772
3.850,172.332,0.928185
3.860,172.624,0.937820
3.870,172.284,0.927785
3.880,172.240,0.922661
3.890,172.288,0.920301
3.900,172.455,0.928846
3.910,172.606,0.932141
3.920,172.590,0.860390
3.930,172.090,0.656178
3.940,172.973,0.345434
3.950,174.495,0.215563
3.960,116.840,0.121004
3.970,116.320,0.125720
3.980,942.967,0.051120
3.990,242.548,0.121277
4.000,241.780,0.096449
