time,frequency,confidence
0.870,173.122,0.885896
0.880,173.327,0.897007
0.890,173.538,0.912551
0.900,173.202,0.926192
0.910,173.092,0.922354
0.920,173.445,0.930268
0.930,173.449,0.930813
0.940,173.143,0.929771
0.950,172.988,0.931531
0.960,172.996,0.927232
0.970,173.229,0.928170
0.980,173.228,0.924377
0.990,173.317,0.925755
1.000,173.157,0.928039
1.010,172.957,0.929205
1.020,172.831,0.933988
1.030,172.861,0.937056
1.040,173.123,0.940132
1.050,173.191,0.937887
1.060,173.155,0.938990
1.070,172.924,0.941318
1.080,172.724,0.939885
1.090,173.098,0.941347
1.100,172.987,0.938132
1.110,173.006,0.934532
1.120,172.971,0.912045
1.130,173.220,0.813215
1.140,173.523,0.436522
1.150,1038.921,0.546102
1.160,1042.399,0.730976
1.170,1045.373,0.664206
1.180,1046.575,0.355092
1.190,116.687,0.245413
1.200,116.790,0.377192
1.210,116.824,0.305758
1.220,1051.319,0.440903
1.230,1043.919,0.360948
1.240,115.528,0.294006
1.250,115.800,0.421037
1.260,115.724,0.328380
1.270,115.571,0.228726
1.280,522.012,0.339033
1.290,1042.262,0.694956
1.300,1041.292,0.692193
1.310,1041.198,0.535677
1.320,1044.108,0.481980
1.330,1044.560,0.373421
1.340,172.236,0.745344
1.350,171.384,0.609431
1.360,116.539,0.223445
1.370,115.206,0.289034
1.380,175.104,0.271907
1.390,175.255,0.542820
1.400,175.079,0.676590
1.410,173.984,0.847540
1.420,173.826,0.908275
1.430,173.009,0.934757
1.440,172.516,0.930782
1.450,172.401,0.924994
1.460,172.467,0.931380
1.470,172.469,0.934987
1.480,172.399,0.928064
1.490,172.579,0.932577
1.500,172.500,0.929396
1.510,172.426,0.933875
1.520,172.129,0.925774
1.530,172.422,0.932911
1.540,172.808,0.942800
1.550,172.577,0.937146
1.560,172.349,0.927536
1.570,172.149,0.919675
1.580,172.504,0.937456
1.590,172.483,0.940937
1.600,172.598,0.937214
1.610,172.589,0.934251
1.620,172.548,0.931900
1.630,172.362,0.927038
1.640,171.996,0.923833
1.650,172.507,0.937424
1.660,172.650,0.942460
1.670,172.628,0.935923
1.680,172.416,0.931251
1.690,172.236,0.919593
1.700,172.517,0.934227
1.710,172.564,0.937561
1.720,172.760,0.939753
1.730,172.479,0.937960
1.740,172.492,0.927952
1.750,172.550,0.935632
1.760,172.273,0.924814
1.770,172.291,0.931395
1.780,172.509,0.934030
1.790,172.572,0.936210
1.800,172.493,0.934197
1.810,172.498,0.925876
1.820,172.691,0.938648
1.830,172.580,0.931549
1.840,172.506,0.939824
1.850,172.300,0.925968
1.860,172.603,0.934054
1.870,172.749,0.938055
1.880,172.411,0.926055
1.890,172.575,0.938215
1.900,172.574,0.929139
1.910,172.506,0.938691
1.920,172.522,0.933488
1.930,172.471,0.932918
1.940,172.525,0.934714
1.950,172.466,0.932372
1.960,172.538,0.939224
1.970,172.258,0.930249
1.980,172.354,0.933509
1.990,172.428,0.929971
2.000,172.406,0.933805
2.010,172.638,0.942629
2.020,172.654,0.938225
2.030,172.814,0.943772
2.040,172.527,0.936953
2.050,172.485,0.933713
2.060,172.329,0.925467
2.070,172.652,0.935246
2.080,172.783,0.942729
2.090,172.485,0.933805
2.100,172.545,0.934950
2.110,172.267,0.925780
2.120,172.553,0.937913
2.130,172.923,0.938602
2.140,173.267,0.931170
2.150,173.034,0.930813
2.160,172.123,0.905680
2.170,171.955,0.914876
2.180,172.205,0.918797
2.190,172.804,0.939715
2.200,172.593,0.940754
2.210,172.291,0.926480
2.220,172.434,0.931358
2.230,172.529,0.933095
2.240,172.489,0.939249
2.250,172.524,0.936968
2.260,172.592,0.936129
2.270,172.492,0.935654
2.280,172.489,0.932257
2.290,172.556,0.914620
2.300,172.562,0.839671
2.310,172.375,0.823071
2.320,171.957,0.813173
2.330,172.197,0.886908
2.340,172.486,0.927295
2.350,172.668,0.929361
2.360,172.559,0.932717
2.370,172.590,0.926874
2.380,172.109,0.826746
2.390,171.261,0.561718
2.400,169.683,0.240680
2.410,174.666,0.071459
2.420,114.813,0.021123
2.430,115.685,0.083052
2.440,115.817,0.133782
2.450,115.227,0.169298
2.460,114.539,0.183649
2.470,114.598,0.048717
2.480,940.392,0.044353
2.490,115.151,0.064125
2.500,115.211,0.345691
2.510,115.482,0.534809
2.520,115.420,0.376632
2.530,116.035,0.353689
2.540,175.465,0.271259
2.550,175.328,0.528969
2.560,173.546,0.706246
2.570,172.260,0.774875
2.580,171.907,0.812603
2.590,172.222,0.859562
2.600,171.982,0.788660
2.610,171.322,0.150039
2.620,169.962,0.024140
2.630,32.398,0.081131
2.640,175.312,0.215623
2.650,174.922,0.520784
2.660,174.875,0.729635
2.670,174.193,0.855079
2.680,173.318,0.931243
2.690,172.519,0.936247
2.700,172.252,0.921165
2.710,172.458,0.932978
2.720,172.585,0.939150
2.730,172.698,0.942045
2.740,172.335,0.934009
2.750,172.285,0.919986
2.760,172.385,0.932920
2.770,172.401,0.927062
2.780,172.254,0.931703
2.790,172.429,0.932252
2.800,172.611,0.937191
2.810,172.709,0.942718
2.820,172.511,0.930691
2.830,172.423,0.935956
2.840,172.468,0.933199
2.850,172.690,0.947046
2.860,172.489,0.934823
2.870,172.575,0.936620
2.880,172.561,0.938464
2.890,172.240,0.924139
2.900,172.393,0.938809
2.910,172.597,0.938787
2.920,172.612,0.943713
2.930,172.536,0.934602
2.940,172.308,0.929673
2.950,172.252,0.925552
2.960,172.356,0.924486
2.970,172.625,0.940740
2.980,172.313,0.925081
2.990,172.379,0.932922
3.000,172.320,0.923312
3.010,172.497,0.933172
3.020,172.632,0.943462
3.030,172.411,0.934330
3.040,172.429,0.934807
3.050,172.438,0.932141
3.060,172.473,0.937453
3.070,172.332,0.930741
3.080,172.501,0.935107
3.090,172.629,0.943544
3.100,172.277,0.928646
3.110,172.390,0.929564
3.120,172.335,0.927978
3.130,172.493,0.936092
3.140,172.575,0.939292
3.150,172.510,0.934467
3.160,172.437,0.933201
3.170,172.443,0.930868
3.180,172.346,0.932567
3.190,172.434,0.934202
3.200,172.714,0.941914
3.210,172.660,0.943521
3.220,172.608,0.934852
3.230,172.530,0.936801
3.240,172.503,0.931831
3.250,172.455,0.939088
3.260,172.596,0.938481
3.270,172.699,0.943119
3.280,172.543,0.937660
3.290,172.486,0.927791
3.300,172.404,0.934283
3.310,172.462,0.929612
3.320,172.610,0.924262
3.330,172.976,0.850031
3.340,172.953,0.762992
3.350,172.980,0.796248
3.360,172.843,0.865519
3.370,172.324,0.926295
3.380,172.475,0.928818
3.390,172.334,0.927383
3.400,172.336,0.923215
3.410,172.627,0.929606
3.420,172.760,0.932307
3.430,172.365,0.914423
3.440,172.207,0.912197
3.450,172.277,0.912873
3.460,172.230,0.930298
3.470,172.211,0.926083
3.480,172.429,0.932762
3.490,172.660,0.941719
3.500,172.617,0.935959
3.510,172.399,0.933531
3.520,172.364,0.924912
3.530,172.533,0.939213
3.540,172.308,0.928856
3.550,172.368,0.933230
3.560,172.695,0.942101
3.570,172.530,0.935377
3.580,172.552,0.934984
3.590,172.315,0.928015
3.600,172.506,0.936840
3.610,172.535,0.937130
3.620,172.559,0.934657
3.630,172.351,0.884106
3.640,171.428,0.703145
3.650,171.059,0.392020
3.660,172.613,0.179991
3.670,115.895,0.045441
3.680,115.676,0.090631
3.690,115.542,0.252496
3.700,115.398,0.355101
3.710,115.373,0.662585
3.720,115.787,0.406766
3.730,115.634,0.160431
3.740,114.993,0.347482
3.750,115.033,0.598046
3.760,115.236,0.562252
3.770,114.993,0.602424
3.780,114.856,0.542959
3.790,115.350,0.171705
3.800,175.205,0.351414
3.810,174.270,0.723062
3.820,173.238,0.825248
3.830,172.644,0.815762
3.840,172.190,0.823702
3.850,172.288,0.732729
3.860,173.905,0.086914
3.870,32.243,0.068135
3.880,38.420,0.046101
3.890,175.185,0.207189
3.900,175.247,0.555520
3.910,174.523,0.764515
3.920,173.637,0.893867
3.930,172.739,0.939815
3.940,172.407,0.935318
3.950,172.335,0.931103
3.960,172.419,0.936057
3.970,172.539,0.934358
3.980,172.583,0.898122
3.990,172.110,0.719612
4.000,172.339,0.536561
